cnpj_basico,cnpj_ordem,cnpj_dv,matriz_filial,nome_fantasia,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_no_exterior,pais,data_inicio_atividade,cnae_principal,cnae_secundario,logradouro_tipo,logradouro_nome,logradouro_numero,logradouro_complemento,logradouro_bairro,logradouro_cep,logradouro_uf,logradouro_cod_municipio,ddd1,telefone1,ddd2,telefone2,ddd_fax,fax,email,situacao_especial,data_situacao_especial
15746227,0001,58,1,,08,20180201,67,,,20120620,8219999,,RUA,PARATINGA,22,,JARDIM PETROPOLIS,04637120,SP,7107,11,99833354,,,,,,,
33297762,0001,50,1,BOUTIQUE DAS MANAS,02,20190409,00,,,20190409,9602501,4929901,RUA,ITAJUIBE,1881,,JARDIM NELIA,08142000,SP,7107,18,74006671,,,,,KAROLINEREBERTE25@GMAIL.COM,,
14574521,0001,67,1,,08,20180201,67,,,20111106,1412601,"1340599,4763602,4782201,4755501,4781400,1412602,4789001,4755502,1340501",RUA,BRESSER,1235,,BRAS,03053000,SP,7107,11,71763748,,,,,freddycuevasmiranda@hotmail.com,,
01014630,0001,88,1,,02,20040730,00,,,19951026,8111700,"8130300,8020001,7810800,9609299",RUA,PROF MIGUEL RUSSIANO,65,SALA  34,VILA ARICANDUVA,03502030,SP,7107,11,33336161,,,,,CONTABILIDADE@GRUPOSOUZALIMA.COM,,
29879601,0001,06,1,JOJO ATELIE,08,20230209,01,,,20180308,4713002,"4781400,1359600",RUA,JOSE DA COSTA DE ANDRADE,103,BLOCO 01;APT 35,JARDIM SANTA TEREZINHA (ZONA LESTE),03572340,SP,7107,11,27295538,,,,,JOSYSF@LIVE.COM,,
43733856,0001,89,1,,08,20081231,71,,,19730823,5611203,,AVENIDA,YERVANT KISSAJIKIAN,1215,TERREO,VL CONSTANCIA,04657001,SP,7107,011,55636698,,,,,,,
51732949,0001,17,1,,04,20181023,63,,,19791012,4618499,"4618401,4618402,4618403",RUA,FRANCISCO ESTACIO FORTE,18,SALA 11,STA CECILIA,01233060,SP,7107,,,,,,,,,
00659483,0001,30,1,,08,20060220,01,,,19950621,4789007,,RUA,MARANHAO,584,SALA 44,HIGIENOPOLIS,01240000,SP,7107,,,,,,,,,
23256965,0001,45,1,MARCONDES SIMAO ARAUJO - EIRELI,02,20150801,00,,,20150801,8211300,"4651601,4751201,9511800",RUA,VALDOMIRO SILVEIRA,68,,VILA ESTER (ZONA NORTE),02536020,SP,7107,11,26184001,,,,,EXPEDIENTE@JORD.COM.BR,,
26740646,0001,07,1,******,02,20161214,00,,,20161214,6470101,,AVENIDA,PAULISTA 2100,2100,,BELA VISTA,01310930,SP,7107,11,31759711,11,31757299,11,31758840,SAFRAASSET@SAFRA.COM.BR,,
24888903,0001,19,1,SUSIMA,04,20210312,63,,,20160529,9602502,9602501,RUA,APARECIDO CARLOS FERREIRA CORREA,231,CASA,VILA TOLSTOI,03268040,SP,7107,11,21434883,,,,,suellen.santini@gmail.com,,
11203682,0001,56,1,A.MONTEIRO,08,20100910,01,,,20090929,4755501,,RUA,COSMO JOSE DA SILVA,85,,CIDADE LIDER,08285300,SP,7107,11,26185799,,,,,aline.monteiro@hotmail.com.br,,
11196012,0001,50,1,PORTAL DE FEIRAS,04,20210305,63,,,20090917,7912100,"7911200,8211300",RUA,MANDURI,205,,JARDIM PAULISTANO,01457020,SP,7107,11,55122227,,,11,55122227,contato@primoscontabilidade.com.br,,
45464990,0001,57,1,L.S.FRANCINI,02,20220226,00,,,20220226,5612100,,RUA,JOAQUIM SERRA,85,CASA PORTAO BRANCO,JARDIM CENTENARIO,02882130,SP,7107,11,97119528,,,,,FRANCINE.PERUCHE@HOTNAIL.COM,,
35753170,0001,21,1,SITIO VITORIA,04,20220110,63,,,20191210,8230001,"4789002,5620104,5620103,4729699,5611203,5611205,8230002",RUA,SINFONIA INACABADA,53,,PARQUE FLORESTAL,04882040,SP,7107,11,83531410,,,,,ANACLAUDIAOLIVEIRASANTOS2@GMAIL.COM,,
00815389,0001,23,1,DIAMETALIC,02,20030614,00,,,19950823,4789099,,RUA,FRANCISCO PATERNOST,165,,PQ FONGARO,04257090,SP,7107,,,,,,,,,
08568728,0001,26,1,MELO & FRANCO,02,20061220,00,,,20061220,8640205,"8640299,8640204,8640211",RUA,MARTINIANO DE CARVALHO,864,CONJ  1408/1409,BELA VISTA,01321000,SP,7107,11,26730730,11,99563324,11,26730398,RUOTOLO@UOL.COM.BR,,
40238854,0001,25,1,LF GUERA,08,20220131,01,,,20210104,4520001,,RUA,DOUTOR BARROS CRUZ,33,APT 84;BLOCO A,VILA MARIANA,04118130,SP,7107,11,72294888,,,,,LUISFARIASGUERRA@GMAIL.COM,,
36996903,0001,11,1,,08,20210415,01,,,20200424,4752100,"4753900,9511800",RUA,STA IFIGENIA,244,,SANTA EFIGENIA,01207000,SP,7107,11,22222222,,,,,XPOINFORMATICA@HOTMAIL.COM,,
30715579,0001,30,1,MODA C.L.E.D.S,02,20230112,00,,,20180615,4781400,"1412601,1412602,3299005",RUA,SANTA RITA,513,CASA,PARI,03026030,SP,7107,11,0,,,,,,,
49409963,0001,32,1,,02,20230131,00,,,20230131,4399103,"4321500,4322301,2599301,4330402,4330404,4330405",RUA,SAO CAMILO,111,,VILA SANTA INES,03812035,SP,7107,11,58639024,,,,,CONSTRUCOES.SILVAPEREIRA@GMAIL.COM,,
41430847,0001,93,1,DUNA COMERCIO E PRESTACAO DE SERVICOS,02,20210401,00,,,20210401,4754703,"4781400,4789001,4755502,4759801,4763601,4772500,8219999,4782201,4789007",RUA,LIMA E SILVA,637,CASA 3,IPIRANGA,04215020,SP,7107,11,93777798,,,,,ANAPAULA.NEGOCIOS@HOTMAIL.COM,,
40554247,0001,74,1,THAIS LACOS,08,20220208,01,,,20210125,3299099,,RUA,ITAPITANGA,206,,ITAQUERA,08290580,SP,7107,11,96936021,,,,,THAISSOUZA418@GMAIL.COM,,
52917754,0001,04,1,,08,20081231,71,,,19830926,9430800,"9493600,9499500",RUA,DA MOOCA,4505,,MOOCA,03165003,SP,7107,,,,,,,,,
47457957,0001,25,1,,08,20230127,01,,,19811014,7729202,,RUA,GUARARA,522,APT   41,JARDIM PAULISTA,01425000,SP,7107,11,30858900,,,011,36820720,SERGIO@SAVONE.COM.BR,,
36276726,0001,07,1,DELIVERY,02,20200206,00,,,20200206,4930201,,AVENIDA,COMENDADOR SANT'ANNA,1867,CONJ 3,CAPAO REDONDO,05866000,SP,7107,11,77498970,,,,,ZEYS.ZEYS@YAHOO.COM.BR,,
37235764,0001,76,1,LOJA DAS VANS,02,20200526,00,,,20200526,4530703,,RUA,VIANOPOLIS,491,,VILA MARIA ALTA,02131050,SP,7107,11,26366050,,,,,LOJADASVANS@GMAIL.COM,,
42571329,0001,52,1,OCT INVEST,08,20210909,01,,,20210702,0161003,,RUA,BARBALHA,311,,ALTO DA LAPA,05083020,SP,7107,91,98116092,,,,,SUZANE.SANTABRIGIDA@GMAIL.COM,,
46360772,0001,35,1,,08,19791122,01,,,19750225,8888888,,RUA,FCO DE HARO CAPARROZ,429,,VL PRUDENTE,08210040,SP,7107,,,,,,,,,
29869709,0001,00,1,,02,20180307,00,,,20180307,4684201,"4635499,4689399,4930201,4930202,4930204,5250804",VIA,ANHANGUERA,N16950,BLOCO 2,PARQUE SAO DOMINGOS,05112000,SP,7107,11,39068170,,,,,AMPLITUDECONTABIL@GMAIL.COM,,
08532664,0001,03,1,,08,20160408,02,,,20061122,6470101,,AVENIDA,PRESIDENTE JUSCELINO KUBITSCHEK,1830,TORRE IV - 7 ANDAR,ITAIM BIBI,04543900,SP,7107,11,37048645,11,37048600,11,37048893,,,
14187559,0001,87,1,HTTPS://WWW.CRED-VISUAL.COM/,04,20210305,63,,,20110825,8299707,"5819100,8219999",RUA,LIBERO BADARO,293,ANDAR 10;SALA 230,CENTRO,01009000,SP,7107,11,41199226,,,,,PAULOFCAMPELO@YAHOO.COM.BR,,
16899948,0001,60,1,,08,20180201,67,,,20120924,4712100,,RUA,PEDRO GIL,01,,ITAIM PAULISTA,08131215,SP,7107,11,47474747,,,,,esstmercado@hotmail.com,,
19566772,0001,13,1,SANTHA,08,20180201,67,,,20140122,4789005,"2062200,2052500",RUA,MARTINS JUNIOR,129,,CHACARA NOSSA SENHORA APARECIDA,02963040,SP,7107,11,54264877,,,,,cesservicos@hotmail.com,,
34751840,0001,08,1,Petersonppu,04,20220110,63,,,20190903,5229099,,RUA,JULIO GONZALEZ,132,,BARRA FUNDA,01156060,SP,7107,11,42681954,,,,,Peterson-silva@hotmail.com,,
48509426,0001,00,1,PAULO ZITELI FEIRANTE,04,20181004,63,,,19770531,4774100,,RUA,TEIXEIRA DE FREITAS,53,,BELEM,03055010,SP,7107,,,,,,,,,
43223320,0001,13,1,,08,19830816,01,,,19800428,8888888,,RUA,PIRACUAMA,327,,POMPEIA,05017040,SP,7107,,,,,,,,,
04572917,0001,11,1,,04,20190321,63,,,20010628,4642701,"5211799,3212400",RUA,GUAIPA,643,,LAPA,05089001,SP,7107,11,40636513,,,,,ciro@accessorize.com.br,,
07476855,0001,32,1,,08,20070718,01,,,20050701,4511102,,AVENIDA,DAS NACOES UNIDAS,22540,LOJA 05-A,SANTO AMARO,04795000,SP,7107,,,,,,,,,
34669314,0001,01,1,BLACK WHITE ELETRONICOS,04,20220609,63,,,20190827,9521500,,RUA,STA IFIGENIA,375,LETRA E 379               LOJA  04,SANTA EFIGENIA,01207001,SP,7107,11,32074488,,,,,AS-ASSESSORIA@UL.COM.BR,,
52694098,0001,28,1,,08,20081231,71,,,19830630,4781400,,RUA,TEODORO SAMPAIO,2528,2 ANDAR CONJ 06,PINHEIROS,05406200,SP,7107,,,,,,,,,
01163891,0001,60,1,,08,20081231,71,,,19960419,4637101,,RUA,GEORGE SCHITD,399,,LAPA,05074010,SP,7107,,,,,,,,,
50298553,0001,40,1,,04,20181023,63,,,19780807,8888888,,RUA,CHIMENTI,95,,IPIRANGA,08210040,SP,7107,,,,,,,,,
04176724,0001,41,1,,08,20040721,01,,,20001205,6470101,,AVENIDA,EUSEBIO MATOSO,891,,PINHEIROS,05423901,SP,7107,,,,,,,,,
29706369,0001,04,1,,08,20190825,01,,,20180218,5813100,"5812302,8599699,5812301,5811500,8593700",ALAMEDA,SORIMAS,503,,PLANALTO PAULISTA,04068010,SP,7107,11,43908214,,,,,anatolezano@yahoo.com.br,,
19760346,0001,16,1,VP ASSESSORIA E INTERMEDIACAO DE NEGOCIOS,08,20160704,01,,,20140220,7490104,,AVENIDA,BRIGADEIRO FARIA LIMA,1903,CONJ: 35;,JARDIM PAULISTANO,01452001,SP,7107,11,30312677,11,30315166,11,38129575,CONTABIL@EXATIC.COM.BR,,
53828877,0001,31,1,,02,19990403,00,,,19841008,8112500,,AVENIDA,IPIRANGA,135,,CENTRO,01046010,SP,7107,,,,,,,,,
02657152,0001,97,1,,08,20081231,71,,,19980716,7490101,,RUA,SENADOR HENRIQUE NOVAES,61,CJ 03,JD CAGUACU,03906000,SP,7107,,,,,,,,,
37068982,0001,63,1,ID PROD,02,20200505,00,,,20200505,7319002,"7420004,1412602,9001902,5813100,8592999,7420001",RUA,JOSE FRANCISCO DE OLIVEIRA,18,,JARDIM MAZZA,05832300,SP,7107,11,55156210,,,,,CONTATO@IDPROD011.COM,,
41230647,0001,97,1,DONNA COSMESTICOS,02,20210316,00,,105,20210316,4772500,9602501,  AVENIDA,NORBERTO MAYER,227,,VILA CARR�O,03425040,SP,7107,5511,84758858,0000,00000000,,,KARLA.VENDITO@TERRA.COM.BR,,
23931713,0001,74,1,,08,20160218,01,,,20160108,3212400,,RUA,PERSIO AZEVEDO,00031,,PENHA DE FRANCA,03633010,SP,7107,11,85886707,,,,,,,
39317700,0001,40,1,NIKITO COMERCIAL,02,20201005,00,,,20201005,4753900,"4530701,4530703,4641902,4642701,4646001,4647801,4649401,4649402,4649405,4649499,4651601,4651602,4751201,4752100,4756300,4757100,4759801,4759899,4763601,4763602,4763604,4781400,4783102,4789001,4789099",RUA,MARIO SCHIOPPA,82,SALA  03,VILA AGUA FUNDA,04156030,SP,7107,11,22516955,,,,,SUPERXINFO.VENDAS@GMAIL.COM,,
11494995,0001,00,1,TRIKE MOTOS,08,20140826,01,,,20091221,4541206,"4541204,4543900",RUA,PARAPUA,1243,,ITABERABA,02831001,SP,7107,11,23732537,11,23732537,11,39238462,contato@ckcontabil.com,,
61926887,0001,38,1,,08,19830311,01,,,19680119,8888888,,RUA,PRUDENTE DE MORAES NETO,10,,JABAQUARA,04305070,SP,7107,,,,,,,,,
41927447,0001,98,1,GBA HOSTEIS,02,20210513,00,,,20210513,4789099,,AVENIDA,CORONEL SEZEFREDO FAGUNDES,2828,CONJ 2456 A 4600  LADO PAR,TUCURUVI,02306004,SP,7107,11,47313434,,,,,NEMMERNYCC@GMAIL.COM,,
27171310,0001,25,1,STUDIO WE,02,20170222,00,,,20170222,9602501,"4781400,4789001,4772500",RUA,SCHILLING,420,SALA 1,VILA LEOPOLDINA,05302000,SP,7107,11,24554491,,,,,ELIANEKALASSO@HOTMAIL.COM,,
34745736,0001,00,1,EQUINOX ENGENHARIA,02,20190903,00,,,20190903,7112000,"7210000,7490103",AVENIDA,PAULISTA,1765,ANDAR 7                   CONJ  72,BELA VISTA,01311200,SP,7107,11,45900180,,,,,FMANES1@GMAIL.COM,,
61462255,0001,60,1,,02,20050924,00,,,19660805,4731800,4732600,RUA,PADRE CHICO,19,,VILA POMPEIA,05008010,SP,7107,11,59084120,,,,,SOCIETARIO@TOTALAUDITORIA.COM.BR,,
38067391,0001,34,1,,08,20210719,01,,,20200812,6622300,,RUA,ANTONIO AMBUBA,50,CASA  100,PARQUE MUNHOZ,05782370,SP,7107,11,92270821,,,,,THIAGO@RESOLVEGESTAOCONTABIL.COM.BR,,
03555024,0001,03,1,,02,20030809,00,,,19991215,4781400,,RUA,SIQUEIRA BUENO,2296,,BELENZINHO,03172010,SP,7107,,,,,,,,,
12284497,0001,04,1,,02,20100716,00,,,20100716,4752100,"7739099,9512600",RUA,ENGENHEIRO FRANCISCO AZEVEDO,681,,VILA ANGLO BRASILEIRA,05030010,SP,7107,11,39354476,11,39354476,11,39354476,contabilmoreira@terra.com.br,,
00016934,0002,00,2,,08,20080701,54,,,20040430,9001999,,RUA,JANUARIO CARDOSO,15,SALA 1,VILA NOVA CONCEICAO,04507070,SP,7107,,,,,,,,,
44089050,0001,62,1,MARIA DO PATROCINIO MODAS,08,20081231,71,,,19740828,4781400,,RUA,TUIUTI,2125,,TATUAPE,08210040,SP,7107,,,,,,,,,
47308608,0001,41,1,BRUNA MONTEIRO MOROSOLI,02,20220727,00,,,20220727,8219999,7911200,RUA,PADRE CARVALHO,340,APT 61,PINHEIROS,05427020,SP,7107,51,99998545,,,,,BRUNA_MOROSOLI@HOTMAIL.COM,,
40386778,0001,03,1,LT SERVICOS,02,20210113,00,,,20210113,4399103,"4322301,4399199,4330404",RUA,ALEXANDRE GROPPALI,200,BLOCO 8;APT 41 B,FAZENDA DA JUTA,03977414,SP,7107,11,25555439,,,,,LUISTRABALHO62@GMAIL.COM,,
19241647,0001,33,1,,04,20220609,63,,,20131112,8650004,,RUA,ABACAI,43,,BROOKLIN PAULISTA,04570030,SP,7107,11,55113258,,,,,CLIENTES@THOTCONSULTORIA.COM.BR,,
01452568,0001,06,1,KIKE,04,20181010,63,,,19960916,4721104,,AVENIDA,BOSCHETTI,335,,VL EDE,02205000,SP,7107,,,,,,,,,
26974035,0001,15,1,AR3 CONSULTORIA COMERCIAL,08,20180403,01,,,20170127,5620104,"4723700,4772500",RUA,GROAIRAS,134,,JARDIM CAMARGO NOVO,08120290,SP,7107,11,25619374,,,,,rafalluizz@gmail.com,,
43924892,0001,20,1,SHELLMER LUIZ - PRESTADOR DE SERVICOS,02,20211019,00,,,20211019,9521500,"9001906,5320202,4321500,9512600,3313999,3314702",RUA,MANUEL BOTELHO,361,CASA B,PARQUE SAO RAFAEL,08320260,SP,7107,11,97034381,,,,,SHELLMERLUIZ8@GMAIL.COM,,
68249614,0001,45,1,,08,20081231,71,,,19920713,1340501,,RUA,DA GRACA,38,,BOM RETIRO,01125000,SP,7107,,,,,,,,,
59062984,0001,88,1,RR-ROSILY REPRESENTACOES,08,20081231,71,,,19880608,8888888,,RUA,JOAQUIM MURTINHO,85,,BOM RETIRO,01123050,SP,7107,,,,,,,,,
28419512,0001,06,1,GINTERS E LEME ASSESSORIA E CONSULTORIA,04,20220209,63,,,20170815,8299799,"6399200,8211300,8219999,8230001,8599699",RUA,AIMBERE,1568,,SUMARE,01258020,SP,7107,11,99125577,,,,,ISABELGINTERS@GMAIL.COM,,
11567002,0001,83,1,,08,20180201,67,,,20100218,1412603,,RUA,JARDEL FILHO,184,,JARDIM NOSSA SENHORA DO CARMO,08270620,SP,7107,11,22178253,,,,,gomes_bruno@hotmail.com.br,,
32767430,0001,20,1,CONFECCAO COUTO & GOMES,02,20190214,00,,,20190214,1412601,,RUA,COMANDANTE TAYLOR,692,CASA 167,IPIRANGA,04218000,SP,7107,11,22723486,,,,,renato_coutogomes@hotmail.com,,
28704913,0001,08,1,TATA ASSADOS,08,20180919,01,,,20170922,5620104,,RUA,ANTENAS,360,,VILA CALIFORNIA,03213000,SP,7107,11,42298661,,,,,Th.toth@hotmail.com,,
03629157,0001,79,1,,08,20180928,01,,,20000128,6491300,,AVENIDA,BRIGADEIRO FARIA LIMA,2013,CJ. 11E 11 ANDAR,JARDIM PAULISTANO,01452001,SP,7107,11,38192402,,,11,38192402,ceiza@ceiza.com.br,,
28369848,0001,01,1,VILMA MANICURE E PEDICURE,02,20220816,00,,,20170808,9602501,,RUA,DOUTOR NICOLINO FALCI,91,,AMERICANOPOLIS,04429300,SP,7107,11,82721356,,,,,antoniooleriaano.com2012@gmail.com,,
14994082,0001,41,1,,08,20211231,75,,,20120203,9529104,4763603,RUA,CARDON,446,CASA 2,JARDIM IPANEMA (SAO MIGUEL),08041320,SP,7107,11,20163725,,,,,etslucio@ig.com.br,,
08762575,0001,53,1,CONFECCOES S M,02,20221004,00,,,20070327,1412601,,RUA,MAJOR BOAVENTURA,102,,PARQUE ARTUR ALVIM,03569030,SP,7107,11,27425312,11,27425312,11,27425312,serproconcontabil@ig.com.br,,
62498985,0002,65,2,,08,20150209,73,,,19920220,4744001,,RUA,SANTA CRUZ DA CONCEICAO,SN,LOTES 02 03 04 QD 6,JARDIM GUARANI,02850100,SP,7107,,,,,,,,,
14497042,0001,94,1,,02,20111014,00,,,20111014,4722901,5620104,RUA,GRAO MONGOL,450,,VILA CALIFORNIA,03213030,SP,7107,11,42241555,,,11,42241724,ESCRITORIOGERI@TERRA.COM.BR,,
14055706,0001,65,1,5RA HOTEL & ESTACIONAMENTO LTDA - EPP,02,20210514,00,,,20110712,5510801,5223100,AVENIDA,BRIGADEIRO LUIS ANTONIO,311,,BELA VISTA,01317000,SP,7107,11,80983262,,,,,FABIO.JFM@HOTMAIL.COM,,
17792184,0001,72,1,EDITORA LENI ANDRE,04,20210305,63,,,20130321,7420001,"5811500,1749400",AVENIDA,GIOVANNI GRONCHI,4529,APT 122,VILA ANDRADE,05724003,SP,7107,11,37420210,,,,,leni_andre@globo.com,,
12656486,0001,08,1,,08,20120710,01,,,20100901,7729202,,AVENIDA,CONSELHEIRO RODRIGUES ALVES,804,APT   52,VILA MARIANA,04014002,SP,7107,11,36631915,,,11,36631915,legal1@notaricontabil.com.br,,
52820693,0001,62,1,CASA FORTALEZA DE CAFE DOCES E BOLACHAS,08,20081231,71,,,19830905,5611203,,AVENIDA,ROBERT KENNEDY,1881,,CAPELA DO SOCORRO,04768000,SP,7107,,,,,,,,,
93316321,0004,23,2,,08,19911209,01,,,19900504,8888888,,RUA,SAO BENTO,545,5 6 ANDAR PARTE,CENTRO,01029010,SP,7107,,,,,,,,,
34412842,0001,72,1,Silvia Ficher,04,20220110,63,,,20190802,7319002,,AVENIDA,PEDROSO DE MORAIS,691,APT 111,PINHEIROS,05419000,SP,7107,11,30321946,,,,,silviaficher@gmail.com,,
05200608,0001,83,1,GAMELLA REIS VIDEOLOCADORA,03,20080403,21,,,20020729,4762800,,RUA,DOS MARIANOS,283,,VILA GEA,04691110,SP,7107,,,,,,,,,
36319031,0001,57,1,RUAMA PRISCILLA,08,20200316,01,,,20200210,9602501,,RUA,MANUEL PLA,86B,CASA,PARQUE RESIDENCIAL COCAIA,04849160,SP,7107,11,94083669,,,,,RUAMAPRISCILLA600@GMAIL.COM,,
18929084,0002,99,2,ACOUGUE - BOIADEIRO,04,20181004,63,,,20140923,4722901,"5611201,4729699",AVENIDA,LUIZ JOSE COSTA-LEANDRO,11/A,: SALAO;,CIDADE TIRADENTES,08471200,SP,7107,11,25161453,,,,,RFS.ASSESSORIA@HOTMAIL.COM,,
15563946,0001,33,1,,08,20170727,01,,,20120521,8230001,,RUA,LUIS JULIANI,477,,JARDIM ADUTORA,03978270,SP,7107,11,80444595,,,,,rosapizasan@hotmail.com,,
53658605,0001,30,1,,08,19941206,01,,,19840730,4781400,,RUA,CATAGUASES,138,TERREO,JD S PAULO,02679020,SP,7107,,,,,,,,,
66819251,0001,00,1,PONTUAL SISTEMAS INTELIGENTES,02,20040828,00,,,19910905,4789099,"9529103,7739099",RUA,BAIRI,350,,ALTO DA LAPA,05059000,SP,7107,11,36117792,,,11,36117792,ellycontabil@terra.com.br,,
43883652,0001,24,1,LJP - ADMINISTRACAO DE BENS PATRIMONIAL LTDA,02,20211015,00,,,20211015,6810201,"6462000,6810202",AVENIDA,PEDROSO DE MORAIS,272,CONJ  33,PINHEIROS,05420000,SP,7107,11,44784811,,,,,LEGAL@ITAMARATICONTABIL.COM.BR,,
38800103,0001,09,1,TAKE X,02,20200923,00,,,20200923,7420002,"4742300,9511800,6190699,5912099,4744003,4321500,8599603,4754703,4744099,4757100,7420001",AVENIDA,HERMILO ALVES,1077,,VILA RE,03668000,SP,7107,11,66029069,,,,,HUGO.T@HOTMAIL.COM,,
01468431,0001,40,1,,02,20051103,00,,,19961009,8630504,,RUA,FREI CANECA,1407,SALA  607,CONSOLACAO,01307909,SP,7107,11,93307353,,,,,RONEICOR@HOTMAIL.COM,,
42410105,0001,69,1,SWEET FRIENDS,02,20210621,00,,,20210621,5620104,,RUA,BAIAO PARENTE,396,APT 134;BLOCO 3,VILA PRIMAVERA,02735000,SP,7107,11,69456945,,,,,DEIAGALLO@OUTLOOK.COM,,
12846336,0001,59,1,,08,20150428,01,,,20101105,7020400,6462000,AVENIDA,BERNARDINO DE CAMPOS,98,ANDAR 11                  SALA  19,PARAISO,04004040,SP,7107,11,38864800,,,11,32667737,RSOUZA@ULHOACANTO.COM.BR,,
18082705,0001,60,1,,08,20180201,67,,,20130509,4753900,,RUA,PAULO ROBERTO TRIVELLI,06,,JARDIM SAO SAVERIO,04194285,SP,7107,11,99582555,,,,,,,
33253606,0001,98,1,LOUNGE SURF,08,20200224,01,,,20190404,4729601,4723700,TRAVESSA,IGARAPE PRIMAVERA,398,,JARDIM FILHOS DA TERRA,02325090,SP,7107,11,29832101,,,,,thamires.paula16@gmail.com,,
39714957,0001,35,1,LORRINE,02,20201109,00,,,20201109,4781400,,RUA,DOUTOR CRISTIANO ALTENFELDER SILVA,496,APT 31;BLOCO 4,VILA CARRAO,03448010,SP,7107,11,44455639,,,,,LORRINEHANDBAGS@GMAIL.COM,,
15770808,0001,25,1,CUIDADO IDEAL,08,20150108,01,,,20120613,8712300,,RUA,MOACIR GUIMARAES,100,BLOCO B                   APT   84,SAO JOAO CLIMACO,04256390,SP,7107,11,43415113,11,43900096,,,shaloncontabilidade@gmail.com,,
15029518,0001,25,1,,02,20120210,00,,,20120210,8219999,,RUA,AMERICO SAMARONE,1209,FUNDOS,VILA MOINHO VELHO,04284000,SP,7107,11,94026585,,,,,GONCALVESTHAYS@GMAIL.COM,,
14017010,0001,44,1,PADARIA E MERCEARIA OMACHA,08,20210513,01,,,20110519,4712100,,RUA,OMACHA,244,,PENHA DE FRANCA,03610020,SP,7107,11,45031267,,,,,ELIANENANI@BOL.COM.BR,,
00225644,0001,88,1,ANA&LUZ ILUMINACAO,02,20051103,00,,,19940809,4742300,"2740602,9529199",AVENIDA,MONTEMAGNO,2292,,VL FORMOSA,03371000,SP,7107,11,21548602,,,,,brscontabil@gmail.com,,
04939770,0001,55,1,SALOMONS SERVICOS,08,20150209,73,,,20011219,6204000,,RUA,JORGE TIBIRICA,912,,VILA MARIANA,04126001,SP,7107,,,,,,,,,
37710490,0001,20,1,,08,20200731,01,,,20200713,4330402,3101200,RUA,SANTA LUZIA DA BOA VISAO,040,,JARDIM MIRIAM,08142390,SP,7107,11,51567540,,,,,LUCIANO@ROCHAEMPREITEIRA.COM.BR,,
13067565,0001,38,1,,08,20160302,01,,,20101221,9001902,"9001901,9001999,7490105,7020400,8550302",RUA,LEOCADIA CINTRA,100,APT   12-B,MOOCA,03112040,SP,7107,11,26922464,11,26972468,11,95813347,escricon@uol.com.br,,
74358383,0001,00,1,,08,20081231,71,,,19940128,6462000,,RUA,DR RENATO P DE BARROS,268,CONJUNTO 02,ITAIM BIBI,04530000,SP,7107,,,,,,,,,
33734433,0001,20,1,ARTHUR SARDELA DE OLIVEIRA,02,20230203,00,,,20190527,7319002,,RUA,JOAO GOULART,15,,JARDIM JAQUELINE,05543045,SP,7107,11,89503335,,,,,arthursardela@icloud.com,,
47896268,0001,17,1,EDUARDO CHAVES,02,20220909,00,,,20220909,8219999,,RUA,AUGUSTA,1138,APT 01,CONSOLACAO,01304001,SP,7107,11,94645028,,,,,EDUARDOCHAVES12@HOTMAIL.COM,,
40992370,0001,77,1,,08,20210929,01,,,20210225,8219999,"6190699,8599603",RUA,FELICIO ELIAS,110,,ACLIMACAO,01526040,SP,7107,11,26775747,,,,,FISCAL@SRJASSESSORIA.COM.BR,,
19069750,0001,48,1,BICHLER SOLUCOES,02,20131015,00,,,20131015,6190699,"9512600,9511800,4321500",TRAVESSA,SILVIO MAMPRIM,7,,PARQUE MARIA LUIZA,03490010,SP,7107,11,27852316,,,,,tiagobichler@yahoo.com.br,,
15429476,0001,10,1,,08,20180201,67,,,20120425,7319002,,RUA,OLIMPIO SOARES DE CARVALHO,160,,PARQUE GRAJAU,04842370,SP,7107,11,85973331,,,,,victor_hugo_barreto@hotmail.com,,
53626644,0001,56,1,,08,20081231,71,,,19840717,8888888,,RUA,HORTOLANDIA,501,,PIRITUBA,02952120,SP,7107,,,,,,,,,
11854991,0001,96,1,,04,20210305,63,,,20100416,4782202,4789099,RUA,MONSENHOR ANDRADE,879,BOX: 318 E 320;,BRAS,03009100,SP,7107,11,32284974,,,,,UNICONT@TENGLON.COM,,
43759821,0001,19,1,J KIREH TRANSPORTES,02,20211004,00,,,20211004,4930202,"4930201,4930204",RUA,ALVARENGA PEIXOTO,269,BOX   2,VILA ANASTACIO,05095010,SP,7107,11,38310249,11,39663088,,,JOELMA@KIREHTRANSPORTES.COM.BR,,
00452211,0001,65,1,TELEACOES NOVA CANTAREIRA,08,19981104,01,,,19950217,4789007,,AVENIDA,NOVA CANTAREIRA,1937,SALA 03,TUCURUVI,02331003,SP,7107,,,,,,,,,
71742522,0001,07,1,,02,20040828,00,,,19930712,8112500,,RUA,PATRICK BRUCE,191,,JARDIM DA SAUDE,04288020,SP,7107,,,,,,,,,
33919867,0001,02,1,RE ZAMBELLO,02,20190613,00,,,20190613,7420001,"7420004,5912099,7420002",RUA,ANTONIO ALVES DE LIMA NETO,93,,JARDIM LUZITANIA,04031060,SP,7107,11,31712956,,,,,RENATA.Z.FURTADO@GMAIL.COM,,
